Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Early COVID-19 pandemic modeling: Three compartmental model case studies from Texas, USA.","Pierce, K A; Ho, E; Wang, X; Pasco, R; Du, Z; Zynda, G; Song, J; Wells, G; Fox, S J; Meyers, L A","The novel coronavirus (SARS-CoV-2) emerged in late 2019 and spread globally in early 2020. Initial reports suggested the associated disease, COVID-19, produced rapid epidemic growth and caused high mortality. As the virus sparked local epidemics in new communities, health systems and policy makers were forced to make decisions with limited information about the spread of the disease. We developed a compartmental model to project COVID-19 healthcare demands that combined information regarding SARS-CoV-2 transmission dynamics from international reports with local COVID-19 hospital census data to support response efforts in three Metropolitan Statistical Areas (MSAs) in Texas, USA: Austin-Round Rock, Houston-The Woodlands-Sugar Land, and Beaumont-Port Arthur. Our model projects that strict stay-home orders and other social distancing measures could suppress the spread of the pandemic. Our capacity to provide rapid decision-support in response to emerging threats depends on access to data, validated modeling approaches, careful uncertainty quantification, and adequate computational resources.",2021,,Computing in science & engineering,23,1,25-34,,10.1109/mcse.2020.3037033,,#561,Pierce 2021,"Nancy Tahmo (2025-04-30 05:47:29)(Select): Stakeholders provided data and the question
; ",""
The effect of school closures and reopening strategies on COVID-19 infection dynamics in the San Francisco Bay Area: a cross-sectional survey and modeling analysis.,"Head, Jennifer R; Andrejko, Kristin; Cheng, Qu; Collender, Philip A; Phillips, Sophie; Boser, Anna; Heaney, Alexandra K; Hoover, Christopher M; Wu, Sean L; Northrup, Graham R; Click, Karen; Harrison, Robert; Lewnard, Joseph A; Remais, Justin V","Background Large-scale school closures have been implemented worldwide to curb the spread of COVID-19. However, the impact of school closures and re-opening on epidemic dynamics remains unclear. Methods We simulated COVID-19 transmission dynamics using an individual-based stochastic model, incorporating social-contact data of school-aged children during shelter-in-place orders derived from Bay Area (California) household surveys. We simulated transmission under observed conditions and counterfactual intervention scenarios between March 17-June 1, and evaluated various fall 2020 K-12 reopening strategies. Findings Between March 17-June 1, assuming children <10 were half as susceptible to infection as older children and adults, we estimated school closures averted a similar number of infections (13,842 cases; 95% CI: 6,290, 23,040) as workplace closures (15,813; 95% CI: 9,963, 22,617) and social distancing measures (7,030; 95% CI: 3,118, 11,676). School closure effects were driven by high school and middle school closures. Under assumptions of moderate community transmission, we estimate that fall 2020 school reopenings will increase symptomatic illness among high school teachers (an additional 40.7% expected to experience symptomatic infection, 95% CI: 1.9, 61.1), middle school teachers (37.2%, 95% CI: 4.6, 58.1), and elementary school teachers (4.1%, 95% CI: -1.7, 12.0). Results are highly dependent on uncertain parameters, notably the relative susceptibility and infectiousness of children, and extent of community transmission amid re-opening. The school-based interventions needed to reduce the risk to fewer than an additional 1% of teachers infected varies by grade level. A hybrid-learning approach with halved class sizes of 10 students may be needed in high schools, while maintaining small cohorts of 20 students may be needed for elementary schools. Interpretation Multiple in-school intervention strategies and community transmission reductions, beyond the extent achieved to date, will be necessary to avoid undue excess risk associated with school reopening. Policymakers must urgently enact policies that curb community transmission and implement within-school control measures to simultaneously address the tandem health crises posed by COVID-19 and adverse child health and development consequences of long-term school closures.",2020,,medRxiv : the preprint server for health sciences,,101767986,,,10.1101/2020.08.06.20169797,,#588,Head 2020,Nancy Tahmo (2025-05-03 11:42:00)(Select): Acknowledgement section; ,""
"Evaluating the effect of targeted strategies as control tools for hypervirulent meningococcal C outbreaks: a case study from Tuscany, Italy, 2015 to 2016.","Guzzetta, Giorgio; Ajelli, Marco; Miglietta, Alessandro; Fazio, Cecilia; Neri, Arianna; Merler, Stefano; Rezza, Giovanni; Stefanelli, Paola","Background Meningococcus (Neisseria meningitidis) is the causative bacteria of invasive meningococcal disease (IMD), a major cause of meningitis and sepsis. In 2015-16, an outbreak caused by serogroup C meningococci (MenC), belonging to the hyperinvasive strain ST-11(cc-11), resulted in 62 IMD cases in the region of Tuscany, Italy.AimWe aimed to estimate the key outbreak parameters and assess the impact of interventions used in the outbreak response. Methods We developed a susceptible-carrier-susceptible individual-based model of MenC transmission, accounting for transmission in households, schools, discos/clubs and the general community, which was informed by detailed data on the 2015-16 outbreak (derived from epidemiological investigations) and on the implemented control measures. Results The outbreak reproduction number (Re) was 1.35 (95% prediction interval: 1.13-1.47) and the IMD probability was 4.6 for every 1,000 new MenC carriage episodes (95%confidence interval: 1.8-12.2). The interventions, i.e. chemoprophylaxis and vaccination of close contacts of IMD cases as well as age-targeted vaccination, were effective in reducing Re and ending the outbreak. Case-based interventions (including ring vaccination) alone would have been insufficient to achieve outbreak control. The definition of age groups to prioritise vaccination had a critical impact on the effectiveness and efficiency of control measures. Conclusions Our findings suggest that there are no effective alternatives to widespread reactive vaccination during outbreaks of highly transmissible MenC strains. Age-targeted campaigns can increase the effectiveness of vaccination campaigns. These results can be instrumental to define effective guidelines for the control of future meningococcal outbreaks caused by hypervirulent strains.",2023,,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,28,19,,,10.2807/1560-7917.ES.2023.28.19.2200650,,#601,Guzzetta 2023,"",""
"Getting the most out of maths: How to coordinate mathematical modelling research to support a pandemic, lessons learnt from three initiatives that were part of the COVID-19 response in the UK.","Dangerfield, Ciara E; David Abrahams, I; Budd, Chris; Butchers, Matt; Cates, Michael E; Champneys, Alan R; Currie, Christine S M; Enright, Jessica; Gog, Julia R; Goriely, Alain; Deirdre Hollingsworth, T; Hoyle, Rebecca B; Ini Professional Services; Isham, Valerie; Jordan, Joanna; Kaouri, Maha H; Kavoussanakis, Kostas; Leeks, Jane; Maini, Philip K; Marr, Christie; Merritt, Clare; Mollison, Denis; Ray, Surajit; Thompson, Robin N; Wakefield, Alexandra; Wasley, Dawn","In March 2020 mathematics became a key part of the scientific advice to the UK government on the pandemic response to COVID-19. Mathematical and statistical modelling provided critical information on the spread of the virus and the potential impact of different interventions. The unprecedented scale of the challenge led the epidemiological modelling community in the UK to be pushed to its limits. At the same time, mathematical modellers across the country were keen to use their knowledge and skills to support the COVID-19 modelling effort. However, this sudden great interest in epidemiological modelling needed to be coordinated to provide much-needed support, and to limit the burden on epidemiological modellers already very stretched for time. In this paper we describe three initiatives set up in the UK in spring 2020 to coordinate the mathematical sciences research community in supporting mathematical modelling of COVID-19. Each initiative had different primary aims and worked to maximise synergies between the various projects. We reflect on the lessons learnt, highlighting the key roles of pre-existing research collaborations and focal centres of coordination in contributing to the success of these initiatives. We conclude with recommendations about important ways in which the scientific research community could be better prepared for future pandemics. This manuscript was submitted as part of a theme issue on ""Modelling COVID-19 and Preparedness for Future Pandemics"". Copyright © 2022 The Author(s). Published by Elsevier Ltd.. All rights reserved.",2023,,Journal of theoretical biology,557,"k8n, 0376342",111332,,10.1016/j.jtbi.2022.111332,,#613,Dangerfield 2023,"",""
SAfE transport: wearing face masks significantly reduces the spread of COVID-19 on trains.,"Grzybowska, Hanna; Hickson, R I; Bhandari, Bishal; Cai, Chen; Towke, Michael; Itzstein, Benjamin; Jurdak, Raja; Liebig, Jessica; Najeebullah, Kamran; Plani, Adrian; Shoghri, Ahmad El; Paini, Dean","COVID-19 has had a substantial impact globally. It spreads readily, particularly in enclosed and crowded spaces, such as public transport carriages, yet there are limited studies on how this risk can be reduced. We developed a tool for exploring the potential impacts of mitigation strategies on public transport networks, called the Systems Analytics for Epidemiology in Transport (SAfE Transport). SAfE Transport combines an agent-based transit assignment model, a community-wide transmission model, and a transit disease spread model to support strategic and operational decision-making. For this simulated COVID-19 case study, the transit disease spread model incorporates both direct (person-to-person) and fomite (person-to-surface-to-person) transmission modes. We determine the probable impact of wearing face masks on trains over a seven day simulation horizon, showing substantial and statistically significant reductions in new cases when passenger mask wearing proportions are greater than 80%. The higher the level of mask coverage, the greater the reduction in the number of new infections. Also, the higher levels of mask coverage result in an earlier reduction in disease spread risk. These results can be used by decision makers to guide policy on face mask use for public transport networks. Copyright © 2022. The Author(s).",2022,,BMC infectious diseases,22,1,694,,10.1186/s12879-022-07664-0,,#616,Grzybowska 2022,"",""
Cost-effectiveness of hepatitis C virus test-and-treat and risk reduction strategies among men who have sex with men living with HIV in France.,"Castry, Mathieu; Cousien, Anthony; Champenois, Karen; Supervie, Virginie; Velter, Annie; Ghosn, Jade; Yazdanpanah, Yazdan; Paltiel, A David; Deuffic-Burban, Sylvie","INTRODUCTION: Studies suggest that hepatitis C virus (HCV) micro-elimination is feasible among men who have sex with men (MSM) living with human immunodeficiency virus (HIV), through treatment-as-prevention and interventions aimed at reducing risk behaviours. However, their economic impact is poorly understood. The aim of this study was to assess the cost-effectiveness of HCV screening and risk reduction strategies in France., METHODS: A compartmental deterministic mathematical model was developed to describe HCV disease transmission and progression among MSM living with HIV in France. We evaluated different combinations of HCV screening frequency (every 12, 6 or 3 months) and risk reduction strategies (targeting only high-risk or all MSM) from 2021 onwards. The model simulated the number of HCV infections, life-expectancy (LYs), quality-adjusted life-expectancy (QALYs), lifetime costs and incremental cost-effectiveness ratio (ICER) over a lifetime horizon (leading to an end of the simulation in 2065)., RESULTS: All strategies increased QALYs, compared with current practices, that is yearly HCV screening, with no risk reduction. A behavioural intervention resulting in a 20% risk reduction in the high-risk group, together with yearly screening, was the least expensive strategy, and, therefore, cost-saving compared to current practices. The ICER per QALY gained for the strategy combining risk reduction for the high-risk group with 6-month HCV screening, compared to risk reduction with yearly screening, was 61,389. It also prevented 398 new HCV infections between 2021 and 2065, with a cost per infection averted of 37,790. All other strategies were dominated (more expensive and less effective than some other available alternative) or not cost-effective (ICER per QALY gained > 100,000)., CONCLUSIONS: In the French context, current HCV screening practices without risk reduction among MSM living with HIV cannot be justified on economic grounds. Risk reduction interventions targeted to high-risk individuals-alongside screening either once or twice a year-could be cost-effective depending on the policymaker's willingness-to-pay. Copyright © 2022 The Authors. Journal of the International AIDS Society published by John Wiley & Sons Ltd on behalf of the International AIDS Society.",2022,,Journal of the International AIDS Society,25,12,e26035,,10.1002/jia2.26035,,#625,Castry 2022,Nancy Tahmo (2025-05-03 10:45:15)(Select): Author affiliation; ,""
"Control of COVID-19 Outbreaks under Stochastic Community Dynamics, Bimodality, or Limited Vaccination.","Goldenbogen, Bjorn; Adler, Stephan O; Bodeit, Oliver; Wodke, Judith A H; Escalera-Fanjul, Ximena; Korman, Aviv; Krantz, Maria; Bonn, Lasse; Moran-Torres, Rafael; Haffner, Johanna E L; Karnetzki, Maxim; Maintz, Ivo; Mallis, Lisa; Prawitz, Hannah; Segelitz, Patrick S; Seeger, Martin; Linding, Rune; Klipp, Edda","Reaching population immunity against COVID-19 is proving difficult even in countries with high vaccination levels. Thus, it is critical to identify limits of control and effective measures against future outbreaks. The effects of nonpharmaceutical interventions (NPIs) and vaccination strategies are analyzed with a detailed community-specific agent-based model (ABM). The authors demonstrate that the threshold for population immunity is not a unique number, but depends on the vaccination strategy. Prioritizing highly interactive people diminishes the risk for an infection wave, while prioritizing the elderly minimizes fatalities when vaccinations are low. Control over COVID-19 outbreaks requires adaptive combination of NPIs and targeted vaccination, exemplified for Germany for January-September 2021. Bimodality emerges from the heterogeneity and stochasticity of community-specific human-human interactions and infection networks, which can render the effects of limited NPIs uncertain. The authors' simulation platform can process and analyze dynamic COVID-19 epidemiological situations in diverse communities worldwide to predict pathways to population immunity even with limited vaccination. Copyright © 2022 The Authors. Advanced Science published by Wiley-VCH GmbH.",2022,,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",9,23,e2200088,,10.1002/advs.202200088,,#639,Goldenbogen 2022,"",""
Post-lockdown changes of age-specific susceptibility and its correlation with adherence to social distancing measures.,"Lau, Max S Y; Liu, Carol; Siegler, Aaron J; Sullivan, Patrick S; Waller, Lance A; Shioda, Kayoko; Lopman, Benjamin A","Social distancing measures are effective in reducing overall community transmission but much remains unknown about how they have impacted finer-scale dynamics. In particular, much is unknown about how changes of contact patterns and other behaviors including adherence to social distancing, induced by these measures, may have impacted finer-scale transmission dynamics among different age groups. In this paper, we build a stochastic age-specific transmission model to systematically characterize the degree and variation of age-specific transmission dynamics, before and after lifting the lockdown in Georgia, USA. We perform Bayesian (missing-)data-augmentation model inference, leveraging reported age-specific case, seroprevalence and mortality data. We estimate that overall population-level transmissibility was reduced to 41.2% with 95% CI [39%, 43.8%] of the pre-lockdown level in about a week of the announcement of the shelter-in-place order. Although it subsequently increased after the lockdown was lifted, it only bounced back to 62% [58%, 67.2%] of the pre-lockdown level after about a month. We also find that during the lockdown susceptibility to infection increases with age. Specifically, relative to the oldest age group (> 65+), susceptibility for the youngest age group (0-17 years) is 0.13 [0.09, 0.18], and it increases to 0.53 [0.49, 0.59] for 18-44 and 0.75 [0.68, 0.82] for 45-64. More importantly, our results reveal clear changes of age-specific susceptibility (defined as average risk of getting infected during an infectious contact incorporating age-dependent behavioral factors) after the lockdown was lifted, with a trend largely consistent with reported age-specific adherence levels to social distancing and preventive measures. Specifically, the older groups (> 45) (with the highest levels of adherence) appear to have the most significant reductions of susceptibility (e.g., post-lockdown susceptibility reduced to 31.6% [29.3%, 34%] of the estimate before lifting the lockdown for the 6+ group). Finally, we find heterogeneity in case reporting among different age groups, with the lowest rate occurring among the 0-17 group (9.7% [6.4%, 19%]). Our results provide a more fundamental understanding of the impacts of stringent lockdown measures, and finer evidence that other social distancing and preventive measures may be effective in reducing SARS-CoV-2 transmission. These results may be exploited to guide more effective implementations of these measures in many current settings (with low vaccination rate globally and emerging variants) and in future potential outbreaks of novel pathogens. Copyright © 2022. The Author(s).",2022,,Scientific reports,12,1,4637,,10.1038/s41598-022-08566-6,,#654,Lau 2022,"",""
"Model-Estimated Association Between Simulated US Elementary School-Related SARS-CoV-2 Transmission, Mitigation Interventions, and Vaccine Coverage Across Local Incidence Levels.","Giardina, John; Bilinski, Alyssa; Fitzpatrick, Meagan C; Kendall, Emily A; Linas, Benjamin P; Salomon, Joshua; Ciaranello, Andrea L","Importance: With recent surges in COVID-19 incidence and vaccine authorization for children aged 5 to 11 years, elementary schools face decisions about requirements for masking and other mitigation measures. These decisions require explicit determination of community objectives (eg, acceptable risk level for in-school SARS-CoV-2 transmission) and quantitative estimates of the consequences of changing mitigation measures., Objective: To estimate the association between adding or removing in-school mitigation measures (eg, masks) and COVID-19 outcomes within an elementary school community at varying student vaccination and local incidence rates., Design, Setting, and Participants: This decision analytic model used an agent-based model to simulate SARS-CoV-2 transmission within a school community, with a simulated population of students, teachers and staff, and their household members (ie, immediate school community). Transmission was evaluated for a range of observed local COVID-19 incidence (0-50 cases per 100000 residents per day, assuming 33% of all infections detected). The population used in the model reflected the mean size of a US elementary school, including 638 students and 60 educators and staff members in 6 grades with 5 classes per grade., Exposures: Variant infectiousness (representing wild-type virus, Alpha variant, and Delta variant), mitigation effectiveness (0%-100% reduction in the in-school secondary attack rate, representing increasingly intensive combinations of mitigations including masking and ventilation), and student vaccination levels were varied., Main Outcomes and Measures: The main outcomes were (1) probability of at least 1 in-school transmission per month and (2) mean increase in total infections per month among the immediate school community associated with a reduction in mitigation; multiple decision thresholds were estimated for objectives associated with each outcome. Sensitivity analyses on adult vaccination uptake, vaccination effectiveness, and testing approaches (for selected scenarios) were conducted., Results: With student vaccination coverage of 70% or less and moderate assumptions about mitigation effectiveness (eg, masking), mitigation could only be reduced when local case incidence was 14 or fewer cases per 100000 residents per day to keep the mean additional cases associated with reducing mitigation to 5 or fewer cases per month. To keep the probability of any in-school transmission to less than 50% per month, the local case incidence would have to be 4 or fewer cases per 100000 residents per day., Conclusions and Relevance: In this study, in-school mitigation measures (eg, masks) and student vaccinations were associated with substantial reductions in transmissions and infections, but the level of reduction varied across local incidence. These findings underscore the potential role for responsive plans that deploy mitigation strategies based on local COVID-19 incidence, vaccine uptake, and explicit consideration of community objectives.",2022,,JAMA network open,5,2,e2147827,,10.1001/jamanetworkopen.2021.47827,,#659,Giardina 2022,"",""
Assessing the impact of SARS-CoV-2 prevention measures in Austrian schools using agent-based simulations and cluster tracing data.,"Lasser, Jana; Sorger, Johannes; Richter, Lukas; Thurner, Stefan; Schmid, Daniela; Klimek, Peter","We aim to identify those measures that effectively control the spread of SARS-CoV-2 in Austrian schools. Using cluster tracing data we calibrate an agent-based epidemiological model and consider situations where the B1.617.2 (delta) virus strain is dominant and parts of the population are vaccinated to quantify the impact of non-pharmaceutical interventions (NPIs) such as room ventilation, reduction of class size, wearing of masks during lessons, vaccinations, and school entry testing by SARS-CoV2-antigen tests. In the data we find that 40% of all clusters involved no more than two cases, and 3% of the clusters only had more than 20 cases. The model shows that combinations of NPIs together with vaccinations are necessary to allow for a controlled opening of schools under sustained community transmission of the SARS-CoV-2 delta variant. For plausible vaccination rates, primary (secondary) schools require a combination of at least two (three) of the above NPIs. Copyright © 2022. The Author(s).",2022,,Nature communications,13,1,554,,10.1038/s41467-022-28170-6,,#660,Lasser 2022,"",""
Modelling testing and response strategies for COVID-19 outbreaks in remote Australian Aboriginal communities.,"Hui, Ben B; Brown, Damien; Chisholm, Rebecca H; Geard, Nicholas; McVernon, Jodie; Regan, David G","BACKGROUND: Remote Australian Aboriginal and Torres Strait Islander communities have potential to be severely impacted by COVID-19, with multiple factors predisposing to increased transmission and disease severity. Our modelling aims to inform optimal public health responses., METHODS: An individual-based simulation model represented SARS-CoV2 transmission in communities ranging from 100 to 3500 people, comprised of large, interconnected households. A range of strategies for case finding, quarantining of contacts, testing, and lockdown were examined, following the silent introduction of a case., RESULTS: Multiple secondary infections are likely present by the time the first case is identified. Quarantine of close contacts, defined by extended household membership, can reduce peak infection prevalence from 60 to 70% to around 10%, but subsequent waves may occur when community mixing resumes. Exit testing significantly reduces ongoing transmission. Concurrent lockdown of non-quarantined households for 14 days is highly effective for epidemic control and reduces overall testing requirements; peak prevalence of the initial outbreak can be constrained to less than 5%, and the final community attack rate to less than 10% in modelled scenarios. Lockdown also mitigates the effect of a delay in the initial response. Compliance with lockdown must be at least 80-90%, however, or epidemic control will be lost., CONCLUSIONS: A SARS-CoV-2 outbreak will spread rapidly in remote communities. Prompt case detection with quarantining of extended-household contacts and a 14 day lockdown for all other residents, combined with exit testing for all, is the most effective strategy for rapid containment. Compliance is crucial, underscoring the need for community supported, culturally sensitive responses. Copyright © 2021. The Author(s).",2021,,BMC infectious diseases,21,1,929,,10.1186/s12879-021-06607-5,,#690,Hui 2021,Nancy Tahmo (2025-05-03 10:13:11)(Select): Introduction; ,""
Lockdown as a last resort option in case of COVID-19 epidemic rebound: a modelling study.,"Tran Kiem, Cecile; Crepey, Pascal; Bosetti, Paolo; Levy Bruhl, Daniel; Yazdanpanah, Yazdan; Salje, Henrik; Boelle, Pierre-Yves; Cauchemez, Simon","BackgroundGiven its high economic and societal cost, policymakers might be reluctant to implement a large-scale lockdown in case of coronavirus disease (COVID-19) epidemic rebound. They may consider it as a last resort option if alternative control measures fail to reduce transmission.AimWe developed a modelling framework to ascertain the use of lockdown to ensure intensive care unit (ICU) capacity does not exceed a peak target defined by policymakers. Methods We used a deterministic compartmental model describing transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the trajectories of COVID-19 patients in healthcare settings, accounting for age-specific mixing patterns and an increasing probability of severe outcomes with age. The framework is illustrated in the context of metropolitan France. Results The daily incidence of ICU admissions and the number of occupied ICU beds are the most robust indicators to decide when a lockdown should be triggered. When the doubling time of hospitalisations estimated before lockdown is between 8 and 20 days, lockdown should be enforced when ICU admissions reach 3.0-3.7 and 7.8-9.5 per million for peak targets of 62 and 154 ICU beds per million (4,000 and 10,000 beds for metropolitan France), respectively. When implemented earlier, the lockdown duration required to get back below a desired level is also shorter. Conclusions We provide simple indicators and triggers to decide if and when a last-resort lockdown should be implemented to avoid saturation of ICU. These metrics can support the planning and real-time management of successive COVID-19 pandemic waves.",2021,,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,26,22,,,10.2807/1560-7917.ES.2021.26.22.2001536,,#706,TranKiem 2021,"",""
Geospatial clustering and modelling provide policy guidance to distribute funding for active TB case finding in Ethiopia.,"Shaweno, Debebe; Trauer, James M; Doan, Tan N; Denholm, Justin T; McBryde, Emma S","Tuberculosis (TB) exhibits considerable spatial heterogeneity, occurring in clusters that may act as hubs of community transmission. We evaluated the impact of an intervention targeting spatial TB hotspots in a rural region of Ethiopia. To evaluate the impact of targeted active case finding (ACF), we used a spatially structured mathematical model that has previously been described. From model equilibrium, we simulated the impact of a hotspot-targeted strategy (HTS) on TB incidence ten years from intervention commencement and the associated cost-effectiveness. HTS was also compared with an untargeted strategy (UTS). We used logistic cost-coverage analysis to estimate cost-effectiveness of interventions. At a community screening coverage level of 95 % in a hotspot region, which corresponds to screening 20 % of the total population, HTS would reduce overall TB incidence by 52 % compared with baseline. For UTS to achieve an equivalent effect, it would be necessary to screen more than 80 % of the total population. Compared to the existing passive case detection strategy, the HTS at a CDR of 75 percent in hotspot regions is expected to avert 1,023 new TB cases over ten years saving USD 170 per averted case. Similarly, at the same CDR, the UTS will detect 1316 cases over the same period saving USD 3 per averted TB case. The incremental-cost effectiveness-ratio (ICER) of UTS compared with HTS is USD 582 per averted case corresponding to 293 more TB cases averted at an additional cost of USD 170,700. Where regional TB program spending was capped at current levels, maximum gains in incidence reduction were seen when the regional budget was shared between hotspots and non-hotspot regions in the ratio of 40% : 60%. Our analysis suggests that a spatially targeted strategy is efficient and cost-saving, with the potential for significant reduction in overall TB burden. Copyright © 2021 The Authors. Published by Elsevier B.V. All rights reserved.",2021,,Epidemics,36,101484711,100470,,10.1016/j.epidem.2021.100470,,#708,Shaweno 2021,Nancy Tahmo (2025-05-01 05:34:16)(Select): Acknowledgement section; ,""
Accounting for regional transmission variability and the impact of malaria control interventions in Ghana: a population level mathematical modelling approach.,"Awine, Timothy; Silal, Sheetal P","BACKGROUND: This paper investigates the impact of malaria preventive interventions in Ghana and the prospects of achieving programme goals using mathematical models based on regionally diverse climatic zones of the country., METHODS: Using data from the District Health Information Management System of the Ghana Health Service from 2008 to 2017, and historical intervention coverage levels, ordinary non-linear differential equations models were developed. These models incorporated transitions amongst various disease compartments for the three main ecological zones in Ghana. The Approximate Bayesian Computational sampling approach, with a distance based rejection criteria, was adopted for calibration. A leave-one-out approach was used to validate model parameters and the most sensitive parameters were evaluated using a multivariate regression analysis. The impact of insecticide-treated bed nets and their usage, and indoor residual spraying, as well as their protective efficacy on the incidence of malaria, was simulated at various levels of coverage and protective effectiveness in each ecological zone to investigate the prospects of achieving goals of the Ghana malaria control strategy for 2014-2020., RESULTS: Increasing the coverage levels of both long-lasting insecticide-treated bed nets and indoor residual spraying activities, without a corresponding increase in their recommended utilization, does not impact highly on averting predicted incidence of malaria. Improving proper usage of long-lasting insecticide-treated bed nets could lead to substantial reductions in the predicted incidence of malaria. Similar results were obtained with indoor residual spraying across all ecological zones of Ghana., CONCLUSIONS: Projected goals set in the national strategic plan for malaria control 2014-2020, as well as World Health Organization targets for malaria pre-elimination by 2030, are only likely to be achieved if a substantial improvement in treated bed net usage is achieved, coupled with targeted deployment of indoor residual spraying with high community acceptability and efficacy.",2020,,Malaria journal,19,1,423,,10.1186/s12936-020-03496-y,,#741,Awine 2020,Nancy Tahmo (2025-04-30 06:53:19)(Select): Acknowlegement section; ,""
Optimising age coverage of seasonal influenza vaccination in England: A mathematical and health economic evaluation.,"Hill, Edward M; Petrou, Stavros; Forster, Henry; de Lusignan, Simon; Yonova, Ivelina; Keeling, Matt J","For infectious disease prevention, policy-makers are typically required to base policy decisions in light of operational and monetary restrictions, prohibiting implementation of all candidate interventions. To inform the evidence-base underpinning policy decision making, mathematical and health economic modelling can be a valuable constituent. Applied to England, this study aims to identify the optimal target age groups when extending a seasonal influenza vaccination programme of at-risk individuals to those individuals at low risk of developing complications following infection. To perform this analysis, we utilise an age- and strain-structured transmission model that includes immunity propagation mechanisms which link prior season epidemiological outcomes to immunity at the beginning of the following season. Making use of surveillance data from the past decade in conjunction with our dynamic model, we simulate transmission dynamics of seasonal influenza in England from 2012 to 2018. We infer that modified susceptibility due to natural infection in the previous influenza season is the only immunity propagation mechanism to deliver a non-negligible impact on the transmission dynamics. Further, we discerned case ascertainment to be higher for young infants compared to adults under 65 years old, and uncovered a decrease in case ascertainment as age increased from 65 to 85 years of age. Our health economic appraisal sweeps vaccination age space to determine threshold vaccine dose prices achieving cost-effectiveness under differing paired strategies. In particular, we model offering vaccination to all those low-risk individuals younger than a given age (but no younger than two years old) and all low-risk individuals older than a given age, while maintaining vaccination of at-risk individuals of any age. All posited strategies were deemed cost-effective. In general, the addition of low-risk vaccination programmes whose coverage encompassed children and young adults (aged 20 and below) were highly cost-effective. The inclusion of elder age-groups to the low-risk programme typically lessened the cost-effectiveness. Notably, elderly-centric programmes vaccinating from 65-75 years and above had the least permitted expense per vaccine.",2020,,PLoS computational biology,16,10,e1008278,,10.1371/journal.pcbi.1008278,,#766,Hill 2020,"",""
Potential effects of disruption to HIV programmes in sub-Saharan Africa caused by COVID-19: results from multiple mathematical models.,"Jewell, Britta L; Mudimu, Edinah; Stover, John; Ten Brink, Debra; Phillips, Andrew N; Smith, Jennifer A; Martin-Hughes, Rowan; Teng, Yu; Glaubius, Robert; Mahiane, Severin Guy; Bansi-Matharu, Loveleen; Taramusi, Isaac; Chagoma, Newton; Morrison, Michelle; Doherty, Meg; Marsh, Kimberly; Bershteyn, Anna; Hallett, Timothy B; Kelly, Sherrie L","BACKGROUND: The COVID-19 pandemic could lead to disruptions to provision of HIV services for people living with HIV and those at risk of acquiring HIV in sub-Saharan Africa, where UNAIDS estimated that more than two-thirds of the approximately 38 million people living with HIV resided in 2018. We aimed to predict the potential effects of such disruptions on HIV-related deaths and new infections in sub-Saharan Africa., METHODS: In this modelling study, we used five well described models of HIV epidemics (Goals, Optima HIV, HIV Synthesis, an Imperial College London model, and Epidemiological MODeling software [EMOD]) to estimate the effect of various potential disruptions to HIV prevention, testing, and treatment services on HIV-related deaths and new infections in sub-Saharan Africa lasting 6 months over 1 year from April 1, 2020. We considered scenarios in which disruptions affected 20%, 50%, and 100% of the population., FINDINGS: A 6-month interruption of supply of antiretroviral therapy (ART) drugs across 50% of the population of people living with HIV who are on treatment would be expected to lead to a 1.63 times (median across models; range 1.39-1.87) increase in HIV-related deaths over a 1-year period compared with no disruption. In sub-Saharan Africa, this increase amounts to a median excess of HIV deaths, across all model estimates, of 296 000 (range 229 023-420 000) if such a high level of disruption occurred. Interruption of ART would increase mother-to-child transmission of HIV by approximately 1.6 times. Although an interruption in the supply of ART drugs would have the largest impact of any potential disruptions, effects of poorer clinical care due to overstretched health facilities, interruptions of supply of other drugs such as co-trimoxazole, and suspension of HIV testing would all have a substantial effect on population-level mortality (up to a 1.06 times increase in HIV-related deaths over a 1-year period due to disruptions affecting 50% of the population compared with no disruption). Interruption to condom supplies and peer education would make populations more susceptible to increases in HIV incidence, although physical distancing measures could lead to reductions in risky sexual behaviour (up to 1.19 times increase in new HIV infections over a 1-year period if 50% of people are affected)., INTERPRETATION: During the COVID-19 pandemic, the primary priority for governments, donors, suppliers, and communities should focus on maintaining uninterrupted supply of ART drugs for people with HIV to avoid additional HIV-related deaths. The provision of other HIV prevention measures is also important to prevent any increase in HIV incidence., FUNDING: Bill & Melinda Gates Foundation. Copyright © 2020 World Health Organization; licensee Elsevier. This is an Open Access article published under the CC BY 3.0 IGO license which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. In any use of this article, there should be no suggestion that WHO endorses any specific organisation, products or services. The use of the WHO logo is not permitted. This notice should be preserved along with the article's original URL.",2020,,The lancet. HIV,7,9,e629-e640,,10.1016/S2352-3018(20)30211-3,,#773,Jewell 2020,Nancy Tahmo (2025-05-03 11:39:50)(Select): Author affiliation; ,""
