Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"After the honeymoon, the divorce: Unexpected outcomes of disease control measures against endemic infections.","Hollingsworth, Brandon; Okamoto, Kenichi W; Lloyd, Alun L","The lack of effective vaccines for many endemic diseases often forces policymakers to rely on non-immunizing control measures, such as vector control, to reduce the massive burden of these diseases. Controls can have well-known counterintuitive effects on endemic infections, including the honeymoon effect, in which partially effective controls cause not only a greater initial reduction in infection than expected, but also large outbreaks during control resulting from accumulation of susceptibles. Unfortunately, many control measures cannot be maintained indefinitely, and the results of cessation are poorly understood. Here, we examine the results of stopped or failed non-immunizing control measures in endemic settings. By using a mathematical model to compare the cumulative number of cases expected with and without control, we show that deployment of control can lead to a larger total number of infections, counting from the time that control started, than without any control-the divorce effect. This result is directly related to the population-level loss of immunity resulting from non-immunizing controls and is seen in a variety of models when non-immunizing controls are used against an infection that confers immunity. Finally, we examine three control plans for minimizing the magnitude of the divorce effect in seasonal infections and show that they are incapable of eliminating the divorce effect. While we do not suggest stopping control programs that rely on non-immunizing controls, our results strongly argue that the accumulation of susceptibility should be considered before deploying such controls against endemic infections when indefinite use of the control is unlikely. We highlight that our results are particularly germane to endemic mosquito-borne infections, such as dengue virus, both for routine management involving vector control and for field trials of novel control approaches, and in the context of non-pharmaceutical interventions aimed at COVID-19.",2020,,PLoS computational biology,16,10,e1008292,,10.1371/journal.pcbi.1008292,,#746,Hollingsworth 2020,Exclusion reason: No specific population; ,""
"The Zombie Virus Pandemic: An Innovative Simulation Integrating Virology, Population Health, and Bioethics for Preclinical Medical Students.","Jackson, Jennifer M; Shen, E; Peters, Timothy R","Introduction: Understanding population health in the context of infectious disease outbreaks is an important physician competency. However, identifying effective ways to engage early medical students in this content remains a challenge. We designed an innovative pandemic simulation for first-year medical students utilizing the pop culture theme of zombies., Methods: This 2.5-hour simulation was conducted in 2018 and 2020 during students' virology course. Student teams collected and analyzed data to formulate hypotheses for the source pathogen. The teams completed reports explaining their diagnostic hypotheses, infection containment recommendations, and resource allocation recommendations. Learners completed an evaluation of the simulation through an online survey. Responses were analyzed using descriptive statistics; narrative responses were analyzed qualitatively for themes. A content analysis was performed on students' reports., Results: Two hundred eighty-four medical students participated in this activity. Nearly all respondents agreed that the small-group format (98%, 2018 and 2020) and pace and duration (92%, 2018; 94%, 2020) were appropriate and that the activity was intellectually stimulating (97%, 2018; 96%, 2020). Learner engagement measures were high (90%-97%, 2018; 83%-96%, 2020). Analysis of students' reports revealed evidence of cognitive integration of virology, population health, and bioethics concepts, including integration of new learning content., Discussion: Collaborative problem-solving during a simulated zombie-themed pandemic provided preclinical medical students with an engaging opportunity to integrate virology, population health, and bioethics concepts. Implementing this event required advanced planning, use of multiple spaces, learning materials preparation, and recruitment of several faculty, staff, and actors. Copyright © 2020 Jackson et al.",2020,,MedEdPORTAL : the journal of teaching and learning resources,16,101714390,11016,,10.15766/mep_2374-8265.11016,,#749,Jackson 2020,Exclusion reason: Irrelevant study; ,""
The effect of control measures on COVID-19 transmission in Italy: Comparison with Guangdong province in China.,"Liu, Pei-Yu; He, Sha; Rong, Li-Bin; Tang, San-Yi","BACKGROUND: COVID-19 has spread all around the world. Italy is one of the worst affected countries in Europe. Although there is a trend of relief, the epidemic situation hasn't stabilized yet. This study aims to investigate the dynamics of the disease spread in Italy and provide some suggestions on containing the epidemic., METHODS: We compared Italy's status at the outbreak stage and control measures with Guangdong Province in China by data observation and analysis. A modified autonomous SEIR model was used to study the COVID-19 epidemic and transmission potential during the early stage of the outbreak in Italy. We also utilized a time-dependent dynamic model to study the future disease dynamics in Italy. The impact of various non-pharmaceutical control measures on epidemic was investigated through uncertainty and sensitivity analyses., RESULTS: The comparison of specific measures implemented in the two places and the time when the measures were initiated shows that the initial prevention and control actions in Italy were not sufficiently timely and effective. We estimated parameter values based on available cumulative data and calculated the basic reproduction number to be 4.32 before the national lockdown in Italy. Based on the estimated parameter values, we performed numerical simulations to predict the epidemic trend and evaluate the impact of contact limitation, detection and diagnosis, and individual behavior change due to media coverage on the epidemic., CONCLUSIONS: Italy was in a severe epidemic status and the control measures were not sufficiently timely and effective in the beginning. Non-pharmaceutical interventions, including contact restrictions and improvement of case recognition, play an important role in containing the COVID-19 epidemic. The effect of individual behavior changes due to media update of the outbreak cannot be ignored. For policy-makers, early and strict blockade measures, fast detection and improving media publicity are key to containing the epidemic.",2020,,Infectious diseases of poverty,9,1,130,,10.1186/s40249-020-00730-2,,#751,Liu 2020,Exclusion reason: No knowledge user participation; ,""
Bayesian inference of COVID-19 spreading rates in South Africa.,"Mbuvha, Rendani; Marwala, Tshilidzi","The Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has highlighted the need for performing accurate inference with limited data. Fundamental to the design of rapid state responses is the ability to perform epidemiological model parameter inference for localised trajectory predictions. In this work, we perform Bayesian parameter inference using Markov Chain Monte Carlo (MCMC) methods on the Susceptible-Infected-Recovered (SIR) and Susceptible-Exposed-Infected-Recovered (SEIR) epidemiological models with time-varying spreading rates for South Africa. The results find two change points in the spreading rate of COVID-19 in South Africa as inferred from the confirmed cases. The first change point coincides with state enactment of a travel ban and the resultant containment of imported infections. The second change point coincides with the start of a state-led mass screening and testing programme which has highlighted community-level disease spread that was not well represented in the initial largely traveller based and private laboratory dominated testing data. The results further suggest that due to the likely effect of the national lockdown, community level transmissions are slower than the original imported case driven spread of the disease.",2020,,PloS one,15,8,e0237126,,10.1371/journal.pone.0237126,,#753,Mbuvha 2020,Exclusion reason: Not transmission modeling; ,""
"Review of Big Data Analytics, Artificial Intelligence and Nature-Inspired Computing Models towards Accurate Detection of COVID-19 Pandemic Cases and Contact Tracing.","Agbehadji, Israel Edem; Awuzie, Bankole Osita; Ngowi, Alfred Beati; Millham, Richard C","The emergence of the 2019 novel coronavirus (COVID-19) which was declared a pandemic has spread to 210 countries worldwide. It has had a significant impact on health systems and economic, educational and social facets of contemporary society. As the rate of transmission increases, various collaborative approaches among stakeholders to develop innovative means of screening, detecting and diagnosing COVID-19's cases among human beings at a commensurate rate have evolved. Further, the utility of computing models associated with the fourth industrial revolution technologies in achieving the desired feat has been highlighted. However, there is a gap in terms of the accuracy of detection and prediction of COVID-19 cases and tracing contacts of infected persons. This paper presents a review of computing models that can be adopted to enhance the performance of detecting and predicting the COVID-19 pandemic cases. We focus on big data, artificial intelligence (AI) and nature-inspired computing (NIC) models that can be adopted in the current pandemic. The review suggested that artificial intelligence models have been used for the case detection of COVID-19. Similarly, big data platforms have also been applied for tracing contacts. However, the nature-inspired computing (NIC) models that have demonstrated good performance in feature selection of medical issues are yet to be explored for case detection and tracing of contacts in the current COVID-19 pandemic. This study holds salient implications for practitioners and researchers alike as it elucidates the potentials of NIC in the accurate detection of pandemic cases and optimized contact tracing.",2020,,International journal of environmental research and public health,17,15,,,10.3390/ijerph17155330,,#754,Agbehadji 2020,Exclusion reason: Review; ,""
Modeling the impact of school reopening on SARS-CoV-2 transmission using contact structure data from Shanghai.,"Lee, Benjamin; Hanley, John P; Nowak, Sarah; Bates, Jason H T; Hebert-Dufresne, Laurent","BACKGROUND: Mathematical modeling studies have suggested that pre-emptive school closures alone have little overall impact on SARS-CoV-2 transmission, but reopening schools in the background of community contact reduction presents a unique scenario that has not been fully assessed., METHODS: We adapted a previously published model using contact information from Shanghai to model school reopening under various conditions. We investigated different strategies by combining the contact patterns observed between different age groups during both baseline and ""lockdown"" periods. We also tested the robustness of our strategy to the assumption of lower susceptibility to infection in children under age 15 years., RESULTS: We find that reopening schools for all children would maintain a post-intervention R0 < 1 up to a baseline R0 of approximately 3.3 provided that daily contacts among children 10-19 years are reduced to 33% of baseline. This finding was robust to various estimates of susceptibility to infection in children relative to adults (up to 50%) and to estimates of various levels of concomitant reopening in the rest of the community (up to 40%). However, full school reopening without any degree of contact reduction in the school setting returned R0 virtually back to baseline, highlighting the importance of mitigation measures., CONCLUSIONS: These results, based on contact structure data from Shanghai, suggest that schools can reopen with proper precautions during conditions of extreme contact reduction and during conditions of reasonable levels of reopening in the rest of the community.",2020,,BMC public health,20,1,1713,,10.1186/s12889-020-09799-8,,#761,Lee 2020,Exclusion reason: No knowledge user participation; ,""
"Bringing a health systems modelling approach to complex evaluations: multicountry applications in HIV, TB and malaria.","Phillips, David E; Ambrosio, Guillermo; Batzel, Audrey; Cerezo, Carmen; Duber, Herbert; Faye, Adama; Gaye, Ibrahima; Hernandez Prado, Bernardo; Huntley, Bethany; Kestler, Edgar; Kingongo, Constant; Lim, Stephen S; Linebarger, Emily; Matute, Jorge; Mpanya, Godefroid; Mulongo, Salva; O'Brien-Carelli, Caitlin; Palmisano, Erin; Rios Casas, Francisco; Shelley, Katharine; Tine, Roger; Whitaker, Daniel; Ross, Jennifer M","INTRODUCTION: Understanding how to deliver interventions more effectively is a growing emphasis in Global Health. Simultaneously, health system strengthening is a key component to improving delivery. As a result, it is challenging to evaluate programme implementation while reflecting real-world complexity. We present our experience in using a health systems modelling approach as part of a mixed-methods evaluation and describe applications of these models., METHODS: We developed a framework for how health systems translate financial inputs into health outcomes, with in-country and international experts. We collated available data to measure framework indicators and developed models for malaria in Democratic Republic of the Congo (DRC), and tuberculosis in Guatemala and Senegal using Bayesian structural equation modelling. We conducted several postmodelling analyses: measuring efficiency, assessing bottlenecks, understanding mediation, analysing the cascade of care and measuring subnational effectiveness., RESULTS: The DRC model indicated a strong relationship between shipment of commodities and utilisation thereof. In Guatemala, the strongest model coefficients were more evenly distributed. Results in Senegal varied most, but pathways related to community care had the strongest relationships. In DRC, we used model results to estimate the end-to-end cost of delivering commodities. In Guatemala, we used model results to identify potential bottlenecks and understand mediation. In Senegal, we used model results to identify potential weak links in the cascade of care, and explore subnationally., CONCLUSION: This study demonstrates a complementary modelling approach to traditional evaluation methods. Although these models have limitations, they can be applied in a variety of ways to gain greater insight into implementation and functioning of health service delivery. Copyright © Author(s) (or their employer(s)) 2020. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2020,,BMJ global health,5,11,,,10.1136/bmjgh-2020-002441,,#763,Phillips 2020,Exclusion reason: Review; ,""
The impact of opening dedicated clinics on disease transmission during an influenza pandemic.,"Shi, Pengyi; Yan, Jia; Keskinocak, Pinar; Shane, Andi L; Swann, Julie L","Dedicated clinics can be established in an influenza pandemic to isolate people and potentially reduce opportunities for influenza transmission. However, their operation requires resources and their existence may attract the worried-well. In this study, we quantify the impact of opening dedicated influenza clinics during a pandemic based on an agent-based simulation model across a time-varying social network of households, workplaces, schools, community locations, and health facilities in the state of Georgia. We calculate performance measures, including peak prevalence and total attack rate, while accounting for clinic operations, including timing and location. We find that opening clinics can reduce disease spread and hospitalizations even when visited by the worried-well, open for limited weeks, or open in limited locations, and especially when the clinics are in operation during times of highest prevalence. Specifically, peak prevalence, total attack rate, and hospitalization reduced 0.07-0.32%, 0.40-1.51%, 0.02-0.09%, respectively, by operating clinics for the pandemic duration.",2020,,PloS one,15,8,e0236455,,10.1371/journal.pone.0236455,,#774,Shi 2020,Exclusion reason: No knowledge user participation; ,""
Community-Led Monitoring: When Community Data Drives Implementation Strategies.,"Baptiste, Solange; Manouan, Alain; Garcia, Pedro; Etya'ale, Helen; Swan, Tracy; Jallow, Wame","PURPOSE OF REVIEW: Communities occupy a central position in effective health systems, notably through monitoring of health service quality and by giving recipients of care a voice. Our review identifies community-led monitoring mechanisms and best practices., RECENT FINDINGS: Implementation of community-led monitoring mechanisms improved service delivery at facility-level, health system-wide infrastructure and health outcomes among recipients of care. Successful models were community-led, collaborative, continuous and systematic, and incorporated advocacy and community education. Identifying and replicating successful community-led monitoring practices is a key pathway to equitable access to HIV and health services overall.",2020,,Current HIV/AIDS reports,17,5,415-421,,10.1007/s11904-020-00521-2,,#777,Baptiste 2020,Exclusion reason: Review; ,""
Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal.,"Wynants, Laure; Van Calster, Ben; Collins, Gary S; Riley, Richard D; Heinze, Georg; Schuit, Ewoud; Bonten, Marc M J; Dahly, Darren L; Damen, Johanna A A; Debray, Thomas P A; de Jong, Valentijn M T; De Vos, Maarten; Dhiman, Paul; Haller, Maria C; Harhay, Michael O; Henckaerts, Liesbet; Heus, Pauline; Kammer, Michael; Kreuzberger, Nina; Lohmann, Anna; Luijken, Kim; Ma, Jie; Martin, Glen P; McLernon, David J; Andaur Navarro, Constanza L; Reitsma, Johannes B; Sergeant, Jamie C; Shi, Chunhu; Skoetz, Nicole; Smits, Luc J M; Snell, Kym I E; Sperrin, Matthew; Spijker, Rene; Steyerberg, Ewout W; Takada, Toshihiko; Tzoulaki, Ioanna; van Kuijk, Sander M J; van Bussel, Bas; van der Horst, Iwan C C; van Royen, Florien S; Verbakel, Jan Y; Wallisch, Christine; Wilkinson, Jack; Wolff, Robert; Hooft, Lotty; Moons, Karel G M; van Smeden, Maarten","OBJECTIVE: To review and appraise the validity and usefulness of published and preprint reports of prediction models for diagnosing coronavirus disease 2019 (covid-19) in patients with suspected infection, for prognosis of patients with covid-19, and for detecting people in the general population at increased risk of covid-19 infection or being admitted to hospital with the disease., DESIGN: Living systematic review and critical appraisal by the COVID-PRECISE (Precise Risk Estimation to optimise covid-19 Care for Infected or Suspected patients in diverse sEttings) group., DATA SOURCES: PubMed and Embase through Ovid, up to 1 July 2020, supplemented with arXiv, medRxiv, and bioRxiv up to 5 May 2020., STUDY SELECTION: Studies that developed or validated a multivariable covid-19 related prediction model., DATA EXTRACTION: At least two authors independently extracted data using the CHARMS (critical appraisal and data extraction for systematic reviews of prediction modelling studies) checklist; risk of bias was assessed using PROBAST (prediction model risk of bias assessment tool)., RESULTS: 37 421 titles were screened, and 169 studies describing 232 prediction models were included. The review identified seven models for identifying people at risk in the general population; 118 diagnostic models for detecting covid-19 (75 were based on medical imaging, 10 to diagnose disease severity); and 107 prognostic models for predicting mortality risk, progression to severe disease, intensive care unit admission, ventilation, intubation, or length of hospital stay. The most frequent types of predictors included in the covid-19 prediction models are vital signs, age, comorbidities, and image features. Flu-like symptoms are frequently predictive in diagnostic models, while sex, C reactive protein, and lymphocyte counts are frequent prognostic factors. Reported C index estimates from the strongest form of validation available per model ranged from 0.71 to 0.99 in prediction models for the general population, from 0.65 to more than 0.99 in diagnostic models, and from 0.54 to 0.99 in prognostic models. All models were rated at high or unclear risk of bias, mostly because of non-representative selection of control patients, exclusion of patients who had not experienced the event of interest by the end of the study, high risk of model overfitting, and unclear reporting. Many models did not include a description of the target population (n=27, 12%) or care setting (n=75, 32%), and only 11 (5%) were externally validated by a calibration plot. The Jehi diagnostic model and the 4C mortality score were identified as promising models., CONCLUSION: Prediction models for covid-19 are quickly entering the academic literature to support medical decision making at a time when they are urgently needed. This review indicates that almost all pubished prediction models are poorly reported, and at high risk of bias such that their reported predictive performance is probably optimistic. However, we have identified two (one diagnostic and one prognostic) promising models that should soon be validated in multiple cohorts, preferably through collaborative efforts and data sharing to also allow an investigation of the stability and heterogeneity in their performance across populations and settings. Details on all reviewed models are publicly available at https://www.covprecise.org/. Methodological guidance as provided in this paper should be followed because unreliable predictions could cause more harm than benefit in guiding clinical decisions. Finally, prediction model authors should adhere to the TRIPOD (transparent reporting of a multivariable prediction model for individual prognosis or diagnosis) reporting guideline., SYSTEMATIC REVIEW REGISTRATION: Protocol https://osf.io/ehc47/, registration https://osf.io/wy245., READERS' NOTE: This article is a living systematic review that will be updated to reflect emerging evidence. Updates may occur for up to two years from the date of original publication. This version is update 3 of the original article published on 7 April 2020 (BMJ 2020;369:m1328). Previous updates can be found as data supplements (https://www.bmj.com/content/369/bmj.m1328/related#datasupp). When citing this paper please consider adding the update number and date of access for clarity. Copyright © Author(s) (or their employer(s)) 2019. Re-use permitted under CC BY. No commercial re-use. See rights and permissions. Published by BMJ.",2020,,BMJ (Clinical research ed.),369,"8900488, bmj, 101090866",m1328,,10.1136/bmj.m1328,,#786,Wynants 2020,Exclusion reason: Review; ,""
Examining Approaches to Estimate the Prevalence of Catastrophic Costs Due to Tuberculosis from Small-Scale Studies in South Africa.,"Sweeney, Sedona; Vassall, Anna; Guinness, Lorna; Siapka, Mariana; Chimbindi, Natsayi; Mudzengi, Don; Gomez, Gabriela B","BACKGROUND AND OBJECTIVE: In context of the End TB goal of zero tuberculosis (TB)-affected households encountering catastrophic costs due to TB by 2020, the estimation of national prevalence of catastrophic costs due to TB is a priority to inform programme design. We explore approaches to estimate the national prevalence of catastrophic costs due to TB from existing datasets as an alternative to nationally representative surveys., METHODS: We obtained, standardized and merged three patient-level datasets from existing studies on patient-incurred costs due to TB in South Africa. A deterministic cohort model was developed with the aim of estimating the national prevalence of catastrophic costs, using national data on the prevalence of TB and likelihood of loss to follow-up by income quintile and HIV status. Two approaches were tested to parameterize the model with existing cost data. First, a meta-analysis summarized study-level data by HIV status and income quintile. Second, a regression analysis of patient-level data also included employment status, education level and urbanicity. We summarized findings by type of cost and examined uncertainty around resulting estimates., RESULTS: Overall, the median prevalence of catastrophic costs for the meta-analysis and regression approaches were 11% (interquartile range [IQR] 9-13%) and 6% (IQR 5-8%), respectively. Both approaches indicated that the main burden of catastrophic costs falls on the poorest households. An individual-level regression analysis produced lower uncertainty around estimates than a study-level meta-analysis., CONCLUSIONS: This paper presents a novel application of existing data to estimate the national prevalence of catastrophic costs due to TB. This type of model could be useful for researchers and policy makers looking to inform certain policy decisions; however, some uncertainties remain due to limitations in data availability. There is an urgent need for standardized reporting of cost data and improved guidance on methods to collect income data to improve these estimates going forward.",2020,,PharmacoEconomics,38,6,619-631,,10.1007/s40273-020-00898-3,,#788,Sweeney 2020,Exclusion reason: Not a mathematical model; ,""
Modelling the epidemiology of residual Plasmodium vivax malaria in a heterogeneous host population: A case study in the Amazon Basin.,"Corder, Rodrigo M; Ferreira, Marcelo U; Gomes, M Gabriela M","The overall malaria burden in the Americas has decreased dramatically over the past two decades, but residual transmission pockets persist across the Amazon Basin, where Plasmodium vivax is the predominant infecting species. Current elimination efforts require a better quantitative understanding of malaria transmission dynamics for planning, monitoring, and evaluating interventions at the community level. This can be achieved with mathematical models that properly account for risk heterogeneity in communities approaching elimination, where few individuals disproportionately contribute to overall malaria prevalence, morbidity, and onwards transmission. Here we analyse demographic information combined with routinely collected malaria morbidity data from the town of Mancio Lima, the main urban transmission hotspot of Brazil. We estimate the proportion of high-risk subjects in the host population by fitting compartmental susceptible-infected-susceptible (SIS) transmission models simultaneously to age-stratified vivax malaria incidence densities and the frequency distribution of P. vivax malaria attacks experienced by each individual over 12 months. Simulations with the best-fitting SIS model indicate that 20% of the hosts contribute 86% of the overall vivax malaria burden. Despite the low overall force of infection typically found in the Amazon, about one order of magnitude lower than that in rural Africa, high-risk individuals gradually develop clinical immunity following repeated infections and eventually constitute a substantial infectious reservoir comprised of asymptomatic parasite carriers that is overlooked by routine surveillance but likely fuels onwards malaria transmission. High-risk individuals therefore represent a priority target for more intensive and effective interventions that may not be readily delivered to the entire community.",2020,,PLoS computational biology,16,3,e1007377,,10.1371/journal.pcbi.1007377,,#790,Corder 2020,Exclusion reason: No knowledge user participation; ,""
"Predicting the long-term impact of voluntary medical male circumcision on HIV incidence among men who have sex with men in Beijing, China.","Zhang, Chen; Webb, Glenn F; Lou, Jie; Shepherd, Brian E; Qian, Han-Zhu; Liu, Yu; Vermund, Sten H","Using a deterministic compartmental modeling procedure to fit prevalence from 2005-2015, we projected new HIV cases during 2016-2026 under different coverage rates ranging from 0.0001 (at baseline) to 0.15 (an optimistic assumption) with simulations on varying transmission rates, model calibration to match historical data, and sensitivity analyses for different assumptions. Compared with the baseline (lambda = 0.0001), we found the new HIV cases would reduce with the increase of coverage rates of the voluntary medical male circumcision (VMMC) among men who have sex wtih men (MSM). The higher the coverage rate, the lower the new HIV incidence would be. As one of the first studies to model the potential impact of VMMC among MSM in China, our model suggested a modest to the significant public health impact of VMMC. Even at just 15% VMMC annual uptake rate, the reduction in new infections is substantial. Therefore, there is a strong need to determine the efficacy of VMMC among MSM, to improve the evidence base for its potential use among MSM in low circumcision settings. Only then can policymakers decide whether to incorporate VMMC into a package of HIV prevention interventions targeting MSM.",2020,,AIDS care,32,3,343-353,,10.1080/09540121.2019.1679704,,#793,Zhang 2020,Exclusion reason: No knowledge user participation; ,""
A model for epidemic dynamics in a community with visitor subpopulation.,"Dansu, Emmanuel J; Seno, Hiromi","With a five dimensional system of ordinary differential equations based on the SIR and SIS models, we consider the dynamics of epidemics in a community which consists of residents and short-stay visitors. Taking different viewpoints to consider public health policies to control the disease, we derive different basic reproduction numbers and clarify their common/different mathematical natures so as to understand their meanings in the dynamics of the epidemic. From our analyses, the short-stay visitor subpopulation could become significant in determining the fate of diseases in the community. Furthermore, our arguments demonstrate that it is necessary to choose one variant of basic reproduction number in order to formulate appropriate public health policies. Copyright © 2019 Elsevier Ltd. All rights reserved.",2019,,Journal of theoretical biology,478,"k8n, 0376342",115-127,,10.1016/j.jtbi.2019.06.020,,#799,Dansu 2019,Exclusion reason: No specific infectious disease; ,""
"Assessing the influence of conflict on the dynamics of sex work and the HIV and HCV epidemics in Ukraine: protocol for an observational, ethnographic, and mathematical modeling study.","Becker, Marissa; Balakireva, Olga; Pavlova, Daria; Isac, Shajy; Cheuk, Eve; Roberts, Elizabeth; Forget, Evelyn; Ma, Huiting; Lazarus, Lisa; Sandstrom, Paul; Blanchard, James; Mishra, Sharmistha; Lorway, Rob; Pickles, Michael","BACKGROUND: Armed conflict erupted in eastern Ukraine in 2014 and still continues. This conflict has resulted in an intensification of poverty, displacement and migration, and has weakened the local health system. Ukraine has some of the highest rates of HIV and Hepatitis C (HCV) in Europe. Whether and how the current conflict, and its consequences, will lead to changes in the HIV and HCV epidemic in Ukraine is unclear. Our study aims to characterize how the armed conflict in eastern Ukraine and its consequences influence the pattern, practice, and experience of sex work and how this affects HIV and HCV rates among female sex workers (FSWs) and their clients., METHODS: We are implementing a 5-year mixed methods study in Dnipro, eastern Ukraine. Serial mapping and size estimation of FSWs and clients will be conducted followed by bio-behavioral cross-sectional surveys among FSWs and their clients. The qualitative component of the study will include in-depth interviews with FSWs and other key stakeholders and participant diaries will be implemented with FSWs. We will also conduct an archival review over the course of the project. Finally, we will use these data to develop and structure a mathematical model with which to estimate the potential influence of changes due to conflict on the trajectory of HIV and HCV epidemics among FSW and clients., DISCUSSION: The limited data that exists on the effect of conflict on disease transmission provides mixed results. Our study will provide rigorous, timely and context-specific data on HIV and HCV transmission in the setting of conflict. This information can be used to inform the design and delivery of HIV and HCV prevention and care services.",2019,,BMC international health and human rights,19,1,16,,10.1186/s12914-019-0201-y,,#800,Becker 2019,Exclusion reason: Protocol; ,""
Vaccination or mass drug administration against schistosomiasis: a hypothetical cost-effectiveness modelling comparison.,"Collyer, Benjamin S; Turner, Hugo C; Hollingsworth, T Deirdre; Keeling, Matt J","BACKGROUND: Schistosomiasis is a neglected tropical disease, targeted by the World Health Organization for reduction in morbidity by 2020. It is caused by parasitic flukes that spread through contamination of local water sources. Traditional control focuses on mass drug administration, which kills the majority of adult worms, targeted at school-aged children. However, these drugs do not confer long-term protection and there are concerns over the emergence of drug resistance. The development of a vaccine against schistosomiasis opens the potential for control methods that could generate long-lasting population-level immunity if they are cost-effective., METHODS: Using an individual-based transmission model, matched to epidemiological data, we compared the cost-effectiveness of a range of vaccination programmes against mass drug administration, across three transmission settings. Health benefit was measured by calculating the heavy-intensity infection years averted by each intervention, while vaccine costs were assessed against robust estimates for the costs of mass drug administration obtained from data. We also calculated a critical vaccination cost, a cost beyond which vaccination might not be economically favorable, by benchmarking the cost-effectiveness of potential vaccines against the cost-effectiveness of mass drug administration, and examined the effect of different vaccine protection durations., RESULTS: We found that sufficiently low-priced vaccines can be more cost-effective than traditional drugs in high prevalence settings, and can lead to a greater reduction in morbidity over shorter time-scales. MDA or vaccination programmes that target the whole community generate the most health benefits, but are generally less cost-effective than those targeting children, due to lower prevalence of schistosomiasis in adults., CONCLUSIONS: The ultimate cost-effectiveness of vaccination will be highly dependent on multiple vaccine characteristics, such as the efficacy, cost, safety and duration of protection, as well as the subset of population targeted for vaccination. However, our results indicate that if a vaccine could be developed with reasonable characteristics and for a sufficiently low cost, then vaccination programmes can be a highly cost-effective method of controlling schistosomiasis in high-transmission areas. The population-level immunity generated by vaccination will also inevitably improve the chances of interrupting transmission of the disease, which is the long-term epidemiological goal.",2019,,Parasites & vectors,12,1,499,,10.1186/s13071-019-3749-4,,#806,Collyer 2019,"Exclusion reason: No specific setting (geography: country(s), city(s)); ",""
Best practice assessment of disease modelling for infectious disease outbreaks.,"Dembek, Z F; Chekol, T; Wu, A","During emerging disease outbreaks, public health, emergency management officials and decision-makers increasingly rely on epidemiological models to forecast outbreak progression and determine the best response to health crisis needs. Outbreak response strategies derived from such modelling may include pharmaceutical distribution, immunisation campaigns, social distancing, prophylactic pharmaceuticals, medical care, bed surge, security and other requirements. Infectious disease modelling estimates are unavoidably subject to multiple interpretations, and full understanding of a model's limitations may be lost when provided from the disease modeller to public health practitioner to government policymaker. We review epidemiological models created for diseases which are of greatest concern for public health protection. Such diseases, whether transmitted from person-to-person (Ebola, influenza, smallpox), via direct exposure (anthrax), or food and waterborne exposure (cholera, typhoid) may cause severe illness and death in a large population. We examine disease-specific models to determine best practices characterising infectious disease outbreaks and facilitating emergency response and implementation of public health policy and disease control measures.",2018,,Epidemiology and infection,146,10,1207-1215,,10.1017/S095026881800119X,,#809,Dembek 2018,Exclusion reason: Review; ,""
The human-snail transmission environment shapes long term schistosomiasis control outcomes: Implications for improving the accuracy of predictive modeling.,"Gurarie, David; Lo, Nathan C; Ndeffo-Mbah, Martial L; Durham, David P; King, Charles H","INTRODUCTION: Schistosomiasis is a chronic parasitic trematode disease that affects over 240 million people worldwide. The Schistosoma lifecycle is complex, involving transmission via specific intermediate-host freshwater snails. Predictive mathematical models of Schistosoma transmission have often chosen to simplify or ignore the details of environmental human-snail interaction in their analyses. Schistosome transmission models now aim to provide better precision for policy planning of elimination of transmission. This heightens the importance of including the environmental complexity of vector-pathogen interaction in order to make more accurate projections., METHODOLOGY AND PRINCIPAL FINDINGS: We propose a nonlinear snail force of infection (FOI) that takes into account an intermediate larval stage (miracidium) and snail biology. We focused, in particular, on the effects of snail force of infection (FOI) on the impact of mass drug administration (MDA) in human communities. The proposed (modified) model was compared to a conventional model in terms of their predictions. A longitudinal dataset generated in Kenya field studies was used for model calibration and validation. For each sample community, we calibrated modified and conventional model systems, then used them to model outcomes for a range of MDA regimens. In most cases, the modified model predicted more vigorous post-MDA rebound, with faster relapse to baseline levels of infection. The effect was pronounced in higher risk communities. When compared to observed data, only the modified system was able to successfully predict persistent rebound of Schistosoma infection., CONCLUSION AND SIGNIFICANCE: The observed impact of varying location-specific snail inputs sheds light on the diverse MDA response patterns noted in operational research on schistosomiasis control, such as the recent SCORE project. Efficiency of human-to-snail transmission is likely to be much higher than predicted by standard models, which, in practice, will make local elimination by implementation of MDA alone highly unlikely, even over a multi-decade period.",2018,,PLoS neglected tropical diseases,12,5,e0006514,,10.1371/journal.pntd.0006514,,#812,Gurarie 2018,Exclusion reason: No knowledge user participation; ,""
