Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"COVID-19 optimal vaccination policies: A modeling study on efficacy, natural and vaccine-induced immunity responses.","Acuna-Zegarra, Manuel Adrian; Diaz-Infante, Saul; Baca-Carrasco, David; Olmos-Liceaga, Daniel","About a year into the pandemic, COVID-19 accumulates more than two million deaths worldwide. Despite non-pharmaceutical interventions such as social distance, mask-wearing, and restrictive lockdown, the daily confirmed cases remain growing. Vaccine developments from Pfizer, Moderna, and Gamaleya Institute reach more than 90% efficacy and sustain the vaccination campaigns in multiple countries. However, natural and vaccine-induced immunity responses remain poorly understood. There are great expectations, but the new SARS-CoV-2 variants demand to inquire if the vaccines will be highly protective or induce permanent immunity. Further, in the first quarter of 2021, vaccine supply is scarce. Consequently, some countries that are applying the Pfizer vaccine will delay its second required dose. Likewise, logistic supply, economic and political implications impose a set of grand challenges to develop vaccination policies. Therefore, health decision-makers require tools to evaluate hypothetical scenarios and evaluate admissible responses. Following some of the WHO-SAGE recommendations, we formulate an optimal control problem with mixed constraints to describe vaccination schedules. Our solution identifies vaccination policies that minimize the burden of COVID-19 quantified by the number of disability-adjusted years of life lost. These optimal policies ensure the vaccination coverage of a prescribed population fraction in a given time horizon and preserve hospitalization occupancy below a risk level. We explore ""via simulation"" plausible scenarios regarding efficacy, coverage, vaccine-induced, and natural immunity. Our simulations suggest that response regarding vaccine-induced immunity and reinfection periods would play a dominant role in mitigating COVID-19. Copyright © 2021 Elsevier Inc. All rights reserved.",2021,,Mathematical biosciences,337,"bet, 0103146",108614,,10.1016/j.mbs.2021.108614,,#712,Acuna-Zegarra 2021,"",""
Mathematical model for the mitigation of the economic effects of the Covid-19 in the Democratic Republic of the Congo.,"Balike Dieudonne, Zirhumanana","Since the apparition of the SRAS-Cov-2 in Wuhan in China, several countries have set diverse measures to stop its spread. Measures envisaged include national or local lockdown and travels ban. In the DRC, these measures have seriously prejudiced the economy of the country which is mainly informal. In this paper, a mathematical model for the spread of Covid-19 in Democratic Republic of Congo (DRC) taking into account the vulnerability of congolese economy is proposed. To mitigate the spreading of the virus no national lockdown is proposed, only individuals affected by the virus or suspicious are quarantined. The reproduction number for the Covid-19 is calculated and numerical simulations are performed using Python software. A clear advice for policymakers is deduced from the forecasting of the model.",2021,,PloS one,16,5,e0250775,,10.1371/journal.pone.0250775,,#713,BalikeDieudonne 2021,"",""
Towards Providing Effective Data-Driven Responses to Predict the Covid-19 in Sao Paulo and Brazil.,"Amaral, Fabio; Casaca, Wallace; Oishi, Cassio M; Cuminato, Jose A","Sao Paulo is the most populous state in Brazil, home to around 22% of the country's population. The total number of Covid-19-infected people in Sao Paulo has reached more than 1 million, while its total death toll stands at 25% of all the country's fatalities. Joining the Brazilian academia efforts in the fight against Covid-19, in this paper we describe a unified framework for monitoring and forecasting the Covid-19 progress in the state of Sao Paulo. More specifically, a freely available, online platform to collect and exploit Covid-19 time-series data is presented, supporting decision-makers while still allowing the general public to interact with data from different regions of the state. Moreover, a novel forecasting data-driven method has also been proposed, by combining the so-called Susceptible-Infectious-Recovered-Deceased model with machine learning strategies to better fit the mathematical model's coefficients for predicting Infections, Recoveries, Deaths, and Viral Reproduction Numbers. We show that the obtained predictor is capable of dealing with badly conditioned data samples while still delivering accurate 10-day predictions. Our integrated computational system can be used for guiding government actions mainly in two basic aspects: real-time data assessment and dynamic predictions of Covid-19 curves for different regions of the state. We extend our analysis and investigation to inspect the virus spreading in Brazil in its regions. Finally, experiments involving the Covid-19 advance in other countries are also given.",2021,,"Sensors (Basel, Switzerland)",21,2,,,10.3390/s21020540,,#714,Amaral 2021,"",""
Effectiveness of interventions to reduce COVID-19 transmission in a large urban jail: a model-based analysis.,"Malloy, Giovanni S P; Puglisi, Lisa; Brandeau, Margaret L; Harvey, Tyler D; Wang, Emily A","OBJECTIVES: We aim to estimate the impact of various mitigation strategies on COVID-19 transmission in a US jail beyond those offered in national guidelines., DESIGN: We developed a stochastic dynamic transmission model of COVID-19., SETTING: One anonymous large urban US jail., PARTICIPANTS: Several thousand staff and incarcerated individuals., INTERVENTIONS: There were four intervention phases during the outbreak: the start of the outbreak, depopulation of the jail, increased proportion of people in single cells and asymptomatic testing. These interventions were implemented incrementally and in concert with one another., PRIMARY AND SECONDARY OUTCOME MEASURES: The basic reproduction ratio, R0 , in each phase, as estimated using the next generation method. The fraction of new cases, hospitalisations and deaths averted by these interventions (along with the standard measures of sanitisation, masking and social distancing interventions)., RESULTS: For the first outbreak phase, the estimated R0 was 8.44 (95% credible interval (CrI): 5.00 to 13.10), and for the subsequent phases, R0,phase 2 =3.64 (95% CrI: 2.43 to 5.11), R0,phase 3 =1.72 (95% CrI: 1.40 to 2.12) and R0,phase 4 =0.58 (95% CrI: 0.43 to 0.75). In total, the jail's interventions prevented approximately 83% of projected cases, hospitalisations and deaths over 83 days., CONCLUSIONS: Depopulation, single celling and asymptomatic testing within jails can be effective strategies to mitigate COVID-19 transmission in addition to standard public health measures. Decision makers should prioritise reductions in the jail population, single celling and testing asymptomatic populations as additional measures to manage COVID-19 within correctional settings. Copyright © Author(s) (or their employer(s)) 2021. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2021,,BMJ open,11,2,e042898,,10.1136/bmjopen-2020-042898,,#715,Malloy 2021,"",""
Dengue fever transmission between a construction site and its surrounding communities in China.,"Liu, Xingchun; Zhang, Meng; Cheng, Qu; Zhang, Yingtao; Ye, Guoqiang; Huang, Xiqing; Zhao, Zeyu; Rui, Jia; Hu, Qingqing; Frutos, Roger; Chen, Tianmu; Song, Tie; Kang, Min","BACKGROUND: Due to an increase in mosquito habitats and the lack facilities to carry out basic mosquito control, construction sites in China are more likely to experience secondary dengue fever infection after importation of an initial infection, which may then increase the number of infections in the neighboring communities and the chance of community transmission. The aim of this study was to investigate how to effectively reduce the transmission of dengue fever at construction sites and the neighboring communities., METHODS: The Susceptible-Exposed-Infectious/Asymptomatic-Recovered (SEIAR) model of human and SEI model of mosquitoes were developed to estimate the transmission of dengue virus between humans and mosquitoes within the construction site and within a neighboring community, as well between each of these. With the calibrated model, we further estimated the effectiveness of different intervention scenarios targeting at reducing the transmissibility at different locations (i.e. construction sites and community) with the total attack rate (TAR) and the duration of the outbreak (DO)., RESULTS: A total of 102 construction site-related and 131 community-related cases of dengue fever were reported in our area of study. Without intervention, the number of cases related to the construction site and the community rose to 156 (TAR: 31.25%) and 10,796 (TAR: 21.59%), respectively. When the transmission route from mosquitoes to humans in the community was cut off, the number of community cases decreased to a minimum of 33 compared with other simulated scenarios (TAR: 0.068%, DO: 60 days). If the transmission route from infectious mosquitoes in the community and that from the construction site to susceptible people on the site were cut off at the same time, the number of cases on the construction site dropped to a minimum of 74 (TAR: 14.88%, DO: 66 days)., CONCLUSIONS: To control the outbreak of dengue fever effectively on both the construction site and in the community, interventions needed to be made both within the community and from the community to the construction site. If interventions only took place within the construction site, the number of cases on the construction site would not be reduced. Also, interventions implemented only within the construction site or between the construction site and the community would not lead to a reduction in the number of cases in the community.",2021,,Parasites & vectors,14,1,22,,10.1186/s13071-020-04463-x,,#716,Liu 2021,"",""
Human mobility and poverty as key drivers of COVID-19 transmission and control.,"Yechezkel, Matan; Weiss, Amit; Rejwan, Idan; Shahmoon, Edan; Ben-Gal, Shachaf; Yamin, Dan","BACKGROUND: Applying heavy nationwide restrictions is a powerful method to curtail COVID-19 transmission but poses a significant humanitarian and economic crisis. Thus, it is essential to improve our understanding of COVID-19 transmission, and develop more focused and effective strategies. As human mobility drives transmission, data from cellphone devices can be utilized to achieve these goals., METHODS: We analyzed aggregated and anonymized mobility data from the cell phone devices of> 3 million users between February 1, 2020, to May 16, 2020 - in which several movement restrictions were applied and lifted in Israel. We integrated these mobility patterns into age-, risk- and region-structured transmission model. Calibrated to coronavirus incidence in 250 regions covering Israel, we evaluated the efficacy and effectiveness in decreasing morbidity and mortality of applying localized and temporal lockdowns (stay-at-home order)., RESULTS: Poorer regions exhibited lower and slower compliance with the restrictions. Our transmission model further indicated that individuals from impoverished areas were associated with high transmission rates. Considering a horizon of 1-3 years, we found that to reduce COVID-19 mortality, school closure has an adverse effect, while interventions focusing on the elderly are the most efficient. We also found that applying localized and temporal lockdowns during regional outbreaks reduces the overall mortality and morbidity compared to nationwide lockdowns. These trends were consistent across vast ranges of epidemiological parameters, and potential seasonal forcing., CONCLUSIONS: More resources should be devoted to helping impoverished regions. Utilizing cellphone data despite being anonymized and aggregated can help policymakers worldwide identify hotspots and apply designated strategies against future COVID-19 outbreaks.",2021,,BMC public health,21,1,596,,10.1186/s12889-021-10561-x,,#717,Yechezkel 2021,"",""
Incidence and Secondary Transmission of SARS-CoV-2 Infections in Schools.,"Zimmerman, Kanecia O; Akinboyo, Ibukunoluwa C; Brookhart, M Alan; Boutzoukas, Angelique E; McGann, Kathleen A; Smith, Michael J; Maradiaga Panayotti, Gabriela; Armstrong, Sarah C; Bristow, Helen; Parker, Donna; Zadrozny, Sabrina; Weber, David J; Benjamin, Daniel K Jr","BACKGROUND: In an effort to mitigate the spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), North Carolina closed prekindergarten through grade 12 public schools to in-person instruction on March 14, 2020. On July 15, 2020, North Carolina's governor announced schools could open via remote learning or a hybrid model that combined in-person and remote instruction. In August 2020, 56 of 115 North Carolina school districts joined The ABC Science Collaborative (ABCs) to implement public health measures to prevent SARS-CoV-2 transmission and share lessons learned. We describe secondary transmission of SARS-CoV-2 within participating school districts during the first 9 weeks of in-person instruction in the 2020-2021 academic year., METHODS: From August 15, 2020 to October 23, 2020, 11 of 56 school districts participating in ABCs were open for in-person instruction for all 9 weeks of the first quarter and agreed to track incidence and secondary transmission of SARS-CoV-2. Local health department staff adjudicated secondary transmission. Superintendents met weekly with ABCs faculty to share lessons learned and develop prevention methods., RESULTS: Over 9 weeks, 11 participating school districts had >90 000 students and staff attend school in person. Among these students and staff, 773 community-acquired SARS-CoV-2 infections were documented by molecular testing. Through contact tracing, health department staff determined an additional 32 infections were acquired within schools. No instances of child-to-adult transmission of SARS-CoV-2 were reported within schools., CONCLUSIONS: In the first 9 weeks of in-person instruction in North Carolina schools, we found extremely limited within-school secondary transmission of SARS-CoV-2, as determined by contact tracing. Copyright © 2021 by the American Academy of Pediatrics.",2021,,Pediatrics,147,4,,,10.1542/peds.2020-048090,,#718,Zimmerman 2021,"",""
Effect of different resumption strategies to flatten the potential COVID-19 outbreaks amid society reopens: a modeling study in China.,"Ge, Yong; Zhang, Wen-Bin; Wang, Jianghao; Liu, Mengxiao; Ren, Zhoupeng; Zhang, Xining; Zhou, Chenghu; Tian, Zhaoxing","BACKGROUND: The effect of the COVID-19 outbreak has led policymakers around the world to attempt transmission control. However, lockdown and shutdown interventions have caused new social problems and designating policy resumption for infection control when reopening society remains a crucial issue. We investigated the effects of different resumption strategies on COVID-19 transmission using a modeling study setting., METHODS: We employed a susceptible-exposed-infectious-removed model to simulate COVID-19 outbreaks under five reopening strategies based on China's business resumption progress. The effect of each strategy was evaluated using the peak values of the epidemic curves vis-a-vis confirmed active cases and cumulative cases. Two-sample t-test was performed in order to affirm that the pick values in different scenarios are different., RESULTS: We found that a hierarchy-based reopen strategy performed best when current epidemic prevention measures were maintained save for lockdown, reducing the peak number of active cases and cumulative cases by 50 and 44%, respectively. However, the modeled effect of each strategy decreased when the current intervention was lifted somewhat. Additional attention should be given to regions with significant numbers of migrants, as the potential risk of COVID-19 outbreaks amid society reopening is intrinsically high., CONCLUSIONS: Business resumption strategies have the potential to eliminate COVID-19 outbreaks amid society reopening without special control measures. The proposed resumption strategies focused mainly on decreasing the number of imported exposure cases, guaranteeing medical support for epidemic control, or decreasing active cases.",2021,,BMC public health,21,1,604,,10.1186/s12889-021-10624-z,,#719,Ge 2021,"",""
"Development of an interactive, agent-based local stochastic model of COVID-19 transmission and evaluation of mitigation strategies illustrated for the state of Massachusetts, USA.","Kirpich, Alexander; Koniukhovskii, Vladimir; Shvartc, Vladimir; Skums, Pavel; Weppelmann, Thomas A; Imyanitov, Evgeny; Semyonov, Semyon; Barsukov, Konstantin; Gankin, Yuriy","Since its discovery in the Hubei province of China, the global spread of the novel coronavirus SARS-CoV-2 has resulted in millions of COVID-19 cases and hundreds of thousands of deaths. The spread throughout Asia, Europe, and the Americas has presented one of the greatest infectious disease threats in recent history and has tested the capacity of global health infrastructures. Since no effective vaccine is available, isolation techniques to prevent infection such as home quarantine and social distancing while in public have remained the cornerstone of public health interventions. While government and health officials were charged with implementing stay-at-home strategies, many of which had little guidance as to the consequences of how quickly to begin them. Moreover, as the local epidemic curves have been flattened, the same officials must wrestle with when to ease or cease such restrictions as to not impose economic turmoil. To evaluate the effects of quarantine strategies during the initial epidemic, an agent based modeling framework was created to take into account local spread based on geographic and population data with a corresponding interactive desktop and web-based application. Using the state of Massachusetts in the United States of America, we have illustrated the consequences of implementing quarantines at different time points after the initial seeding of the state with COVID-19 cases. Furthermore, we suggest that this application can be adapted to other states, small countries, or regions within a country to provide decision makers with critical information necessary to best protect human health.",2021,,PloS one,16,2,e0247182,,10.1371/journal.pone.0247182,,#720,Kirpich 2021,"",""
Simple mathematical models for controlling COVID-19 transmission through social distancing and community awareness.,"Elgazzar, Ahmed S","The novel COVID-19 pandemic is a current, major global health threat. Up till now, there is no fully approved pharmacological treatment or a vaccine. Also, its origin is still mysterious. In this study, simple mathematical models were employed to examine the dynamics of transmission and control of COVID-19 taking into consideration social distancing and community awareness. Both situations of homogeneous and nonhomogeneous population were considered. Based on the calculations, a sufficient degree of social distancing based on its reproductive ratio is found to be effective in controlling COVID-19, even in the absence of a vaccine. With a vaccine, social distancing minimizes the sufficient vaccination rate to control the disease. Community awareness also has a great impact in eradicating the virus transmission. The model is simulated on small-world networks and the role of social distancing in controlling the infection is explained. Copyright © 2021 Walter de Gruyter GmbH, Berlin/Boston.",2021,,"Zeitschrift fur Naturforschung. C, Journal of biosciences",76,9-10,393-400,,10.1515/znc-2021-0004,,#721,Elgazzar 2021,"",""
Comparison of Estimated Effectiveness of Case-Based and Population-Based Interventions on COVID-19 Containment in Taiwan.,"Ng, Ta-Chou; Cheng, Hao-Yuan; Chang, Hsiao-Han; Liu, Cheng-Chieh; Yang, Chih-Chi; Jian, Shu-Wan; Liu, Ding-Ping; Cohen, Ted; Lin, Hsien-Ho","Importance: Taiwan is one of the few countries with initial success in COVID-19 control without strict lockdown or school closure. The reasons remain to be fully elucidated., Objective: To compare and evaluate the effectiveness of case-based (including contact tracing and quarantine) and population-based (including social distancing and facial masking) interventions for COVID-19 in Taiwan., Design, Setting, and Participants: This comparative effectiveness study used a stochastic branching process model using COVID-19 epidemic data from Taiwan, an island nation of 23.6 million people, with no locally acquired cases of COVID-19 reported for 253 days between April and December 2020., Main Outcomes and Measures: Effective reproduction number of COVID-19 cases (the number of secondary cases generated by 1 primary case) and the probability of outbreak extinction (0 new cases within 20 generations). For model development and calibration, an estimation of the incubation period (interval from exposure to symptom onset), serial interval (time between symptom onset in an infector-infectee pair), and the statistical distribution of the number of any subsequent infections generated by 1 primary case was calculated., Results: This study analyzed data from 158 confirmed COVID-19 cases (median age, 45 years; interquartile range, 25-55 years; 84 men [53%]). An estimated 55% (95% credible interval [CrI], 41%-68%) of transmission events occurred during the presymptomatic stage. In our estimated analysis, case detection, contact tracing, and 14-day quarantine of close contacts (regardless of symptoms) was estimated to decrease the reproduction number from the counterfactual value of 2.50 to 1.53 (95% CrI, 1.50-1.57), which would not be sufficient for epidemic control, which requires a value of less than 1. In our estimated analysis, voluntary population-based interventions, if used alone, were estimated to have reduced the reproduction number to 1.30 (95% CrI, 1.03-1.58). Combined case-based and population-based interventions were estimated to reduce the reproduction number to below unity (0.85; 95% CrI, 0.78-0.89). Results were similar for additional analyses with influenza data and sensitivity analyses., Conclusions and Relevance: In this comparative effectiveness research study, the combination of case-based and population-based interventions (with wide adherence) may explain the success of COVID-19 control in Taiwan in 2020. Either category of interventions alone would have been insufficient, even in a country with an effective public health system and comprehensive contact tracing program. Mitigating the COVID-19 pandemic requires the collaborative effort of public health professionals and the general public.",2021,,JAMA internal medicine,181,7,913-921,,10.1001/jamainternmed.2021.1644,,#722,Ng 2021,"",""
Modeling the Effect of HIV/AIDS Stigma on HIV Infection Dynamics in Kenya.,"Levy, Ben; Correia, Hannah E; Chirove, Faraimunashe; Ronoh, Marilyn; Abebe, Ash; Kgosimore, Moatlhodi; Chimbola, Obias; Machingauta, M Hellen; Lenhart, Suzanne; White, K A Jane","Stigma toward people living with HIV/AIDS (PLWHA) has impeded the response to the disease across the world. Widespread stigma leads to poor adherence of preventative measures while also causing PLWHA to avoid testing and care, delaying important treatment. Stigma is clearly a hugely complex construct. However, it can be broken down into components which include internalized stigma (how people with the trait feel about themselves) and enacted stigma (how a community reacts to an individual with the trait). Levels of HIV/AIDS-related stigma are particularly high in sub-Saharan Africa, which contributed to a surge in cases in Kenya during the late twentieth century. Since the early twenty-first century, the United Nations and governments around the world have worked to eliminate stigma from society and resulting public health education campaigns have improved the perception of PLWHA over time, but HIV/AIDS remains a significant problem, particularly in Kenya. We take a data-driven approach to create a time-dependent stigma function that captures both the level of internalized and enacted stigma in the population. We embed this within a compartmental model for HIV dynamics. Since 2000, the population in Kenya has been growing almost exponentially and so we rescale our model system to create a coupled system for HIV prevalence and fraction of individuals that are infected that seek treatment. This allows us to estimate model parameters from published data. We use the model to explore a range of scenarios in which either internalized or enacted stigma levels vary from those predicted by the data. This analysis allows us to understand the potential impact of different public health interventions on key HIV metrics such as prevalence and disease-related death and to see how close Kenya will get to achieving UN goals for these HIV and stigma metrics by 2030.",2021,,Bulletin of mathematical biology,83,5,55,,10.1007/s11538-021-00891-7,,#723,Levy 2021,"",""
An application of agent-based modeling to explore the impact of decreasing incarceration rates and increasing drug treatment access on sero-discordant partnerships among people who inject drugs.,"Linton, Sabriya L; Jarlais, Don C Des; Ornstein, Joseph T; Kasman, Matt; Hammond, Ross; Kianian, Behzad; Smith, Justin C; Wolfe, Mary E; Ross, Zev; German, Danielle; Flynn, Colin; Raymond, Henry F; Klevens, R Monina; Spencer, Emma; Schacht, John-Mark; Finlayson, Teresa; Paz-Bailey, Gabriela; Wejnert, Cyprian; Cooper, Hannah L F","BACKGROUND: People who inject drugs (PWID) lag behind other key populations in HIV care continuum outcomes. The impacts of criminal justice reform and increasing drug treatment access on HIV have been underexplored., METHODS: We developed agent-based models (ABM) of sexual partnerships among PWID and non-PWID, and injection equipment-sharing partnerships among PWID in five US cities (Baltimore, Boston, Miami, New York City, San Francisco) over 3 years. The first set of ABM projected changes in partnership discordance among PWID as a function of decreasing ZIP code-level incarceration rates. The second set projected discordance as a function of increasing ZIP code-level drug treatment access. ABM were parameterized and validated overall, and by city and PWID race/ethnicity (Black, Latino, White) using National HIV Behavioral Surveillance data, administrative ZIP code-level data, surveillance reports and prior literature. Informed by research on prisoner release and community-level HIV prevalence, reductions in incarceration rates were fixed at 5% and 30% and respectively projected to increase ZIP code-level HIV prevalence by 2% and 12%. Increases in drug treatment access were fixed at 30% and 58%., RESULTS: In each city, a 30% reduction in ZIP code-level incarceration rates and 12% increase in ZIP code-level HIV prevalence significantly increased sero-discordance among at least one racial/ethnic group of PWID by 1-3 percentage points. A 5% reduction in incarceration rates, and 30% and 58% increases in drug treatment access, led to isolated significant changes in sero-discordance among Black and White PWID that were less than 1 percentage point., CONCLUSION: Reductions in incarceration rates may lead to short-term increases in sero-discordant partnerships among some PWID by increasing community-level HIV prevalence. Efforts to increase HIV testing, engagement in care and community reintegration post release, should be strengthened in the wake of incarceration reform. Additional research should confirm these findings and explore the lack of widespread impacts of drug treatment in this study. Copyright © 2021. Published by Elsevier B.V.",2021,,The International journal on drug policy,94,9014759,103194,,10.1016/j.drugpo.2021.103194,,#724,Linton 2021,"",""
"Simulation-Based Estimation of SARS-CoV-2 Infections Associated With School Closures and Community-Based Nonpharmaceutical Interventions in Ontario, Canada.","Naimark, David; Mishra, Sharmistha; Barrett, Kali; Khan, Yasin A; Mac, Stephen; Ximenes, Raphael; Sander, Beate","Importance: Resurgent COVID-19 cases have resulted in the reinstitution of nonpharmaceutical interventions, including school closures, which can have adverse effects on families. Understanding the associations of school closures with the number of incident and cumulative COVID-19 cases is critical for decision-making., Objective: To estimate the association of schools being open or closed with the number of COVID-19 cases compared with community-based nonpharmaceutical interventions., Design, Setting, and Participants: This decision analytical modelling study developed an agent-based transmission model using a synthetic population of 1000000 individuals based on the characteristics of the population of Ontario, Canada. Members of the synthetic population were clustered into households, neighborhoods, or rural districts, cities or rural regions, day care facilities, classrooms (ie, primary, elementary, or high school), colleges or universities, and workplaces. Data were analyzed between May 5, 2020, and October 20, 2020., Exposures: School reopening on September 15, 2020, vs schools remaining closed under different scenarios for nonpharmaceutical interventions., Main Outcomes and Measures: Incident and cumulative COVID-19 cases between September 1, 2020, and October 31, 2020., Results: Among 1000000 simulated individuals, the percentage of infections among students and teachers acquired within schools was less than 5% across modeled scenarios. Incident COVID-19 case numbers on October 31, 2020, were 4414 (95% credible interval [CrI], 3491-5382) cases in the scenario with schools remaining closed and 4740 (95% CrI, 3863-5691) cases in the scenario for schools reopening, with no other community-based nonpharmaceutical intervention. In scenarios with community-based nonpharmaceutical interventions implemented, the incident case numbers on October 31 were 714 (95% CrI, 568-908) cases for schools remaining closed and 780 (95% CrI, 580-993) cases for schools reopening. When scenarios applied the case numbers observed in early October in Ontario, the cumulative case numbers were 777 (95% CrI, 621-993) cases for schools remaining closed and 803 (95% CrI, 617-990) cases for schools reopening. In scenarios with implementation of community-based interventions vs no community-based interventions, there was a mean difference of 39355 cumulative COVID-19 cases by October 31, 2020, while keeping schools closed vs reopening them yielded a mean difference of 2040 cases., Conclusions and Relevance: This decision analytical modeling study of a synthetic population of individuals in Ontario, Canada, found that most COVID-19 cases in schools were due to acquisition in the community rather than transmission within schools and that the changes in COVID-19 case numbers associated with school reopenings were relatively small compared with the changes associated with community-based nonpharmaceutical interventions.",2021,,JAMA network open,4,3,e213793,,10.1001/jamanetworkopen.2021.3793,,#725,Naimark 2021,"",""
Exploring the influence of human mobility factors and spread prediction on early COVID-19 in the USA.,"Zheng, Zhicheng; Xie, Zhixiang; Qin, Yaochen; Wang, Kun; Yu, Yan; Fu, Pinde","BACKGROUND: COVID-19 is still spreading rapidly around the world. In this context, how to accurately predict the turning point, duration and final scale of the epidemic in different countries, regions or cities is key to enabling decision makers and public health departments to formulate intervention measures and deploy resources., METHODS: Based on COVID-19 surveillance data and human mobility data, this study predicts the epidemic trends of national and state regional administrative units in the United States from July 27, 2020, to January 22, 2021, by constructing a SIRD model considering the factors of ""lockdown"" and ""riot""., RESULTS: (1) The spread of the epidemic in the USA has the characteristics of geographical proximity. (2) During the lockdown period, there was a strong correlation between the number of COVID-19 infected cases and residents' activities in recreational areas such as parks. (3) The turning point (the point of time in which active infected cases peak) of the early epidemic in the USA was predicted to occur in September. (4) Among the 10 states experiencing the most severe epidemic, New York, New Jersey, Massachusetts, Texas, Illinois, Pennsylvania and California are all predicted to meet the turning point in a concentrated period from July to September, while the turning point in Georgia is forecast to occur in December. No turning points in Florida and Arizona were foreseen for the forecast period, with the number of infected cases still set to be growing rapidly., CONCLUSIONS: The model was found accurately to predict the future trend of the epidemic and can be applied to other countries. It is worth noting that in the early stage there is no vaccine or approved pharmaceutical intervention for this disease, making the fight against the pandemic reliant on non-pharmaceutical interventions. Therefore, reducing mobility, focusing on personal protection and increasing social distance remain still the most effective measures to date.",2021,,BMC public health,21,1,615,,10.1186/s12889-021-10682-3,,#726,Zheng 2021,"",""
Predicting HIV Incidence in the SEARCH Trial: A Mathematical Modeling Study.,"Jewell, Britta L; Balzer, Laura B; Clark, Tamara D; Charlebois, Edwin D; Kwarisiima, Dalsone; Kamya, Moses R; Havlir, Diane V; Petersen, Maya L; Bershteyn, Anna","BACKGROUND: The SEARCH study provided community-based HIV and multidisease testing and antiretroviral therapy (ART) to 32 communities in East Africa and reported no statistically significant difference in 3-year HIV incidence. We used mathematical modeling to estimate the effect of control arm viral suppression and community mixing on SEARCH trial outcomes., SETTING: Uganda and Kenya., METHODS: Using the individual-based HIV modeling software EMOD-HIV, we configured a new model of SEARCH communities. The model was parameterized using demographic, HIV prevalence, male circumcision, and viral suppression data and calibrated to HIV prevalence, ART coverage, and population size. Using assumptions about ART scale-up in the control arm, degree of community mixing, and effect of baseline testing, we estimated comparative HIV incidence under multiple scenarios., RESULTS: Before the trial results, we predicted that SEARCH would report a 4%-40% reduction between arms, depending on control arm ART linkage rates and community mixing. With universal baseline testing followed by rapidly expanded ART eligibility and uptake, modeled effect sizes were smaller than the study was powered to detect. Using interim viral suppression data, we estimated 3-year cumulative incidence would have been reduced by up to 27% in the control arm and 43% in the intervention arm compared with a counterfactual without universal baseline testing., CONCLUSIONS: Our model suggests that the active control arm substantially reduced expected effect size and power of the SEARCH study. However, compared with a counterfactual ""true control"" without increased ART linkage because of baseline testing, SEARCH reduced HIV incidence by up to 43%. Copyright © 2021 Wolters Kluwer Health, Inc. All rights reserved.",2021,,Journal of acquired immune deficiency syndromes (1999),87,4,1024-1031,,10.1097/QAI.0000000000002684,,#727,Jewell 2021,"",""
COVID-19 Pandemic Response Simulation in a Large City: Impact of Nonpharmaceutical Interventions on Reopening Society.,"Lee, Serin; Zabinsky, Zelda B; Wasserheit, Judith N; Kofsky, Stephen M; Liu, Shan","As the novel coronavirus (COVID-19) pandemic continues to expand, policymakers are striving to balance the combinations of nonpharmaceutical interventions (NPIs) to keep people safe and minimize social disruptions. We developed and calibrated an agent-based simulation to model COVID-19 outbreaks in the greater Seattle area. The model simulated NPIs, including social distancing, face mask use, school closure, testing, and contact tracing with variable compliance and effectiveness to identify optimal NPI combinations that can control the spread of the virus in a large urban area. Results highlight the importance of at least 75% face mask use to relax social distancing and school closure measures while keeping infections low. It is important to relax NPIs cautiously during vaccine rollout in 2021.",2021,,Medical decision making : an international journal of the Society for Medical Decision Making,41,4,419-429,,10.1177/0272989X211003081,,#728,Lee 2021,"",""
